ItemID,ItemName,EquipPos,Profession,level,quality,DirectoryComment,ModelPrefabWarrior,ModelPrefabArcher,ModelPrefabSorcer,ModelPrefabCleric,ModelPrefab5,ModelPrefab6,ModelPrefab7,ModelPrefab8,PresentID,ReplaceID,AgainReplaceID
480470,80A散头盔,0,4,80,A,equip/lotus/,wa_lotus_a02_helmet,ar_lotus_a02_helmet,so_lotus_a02_helmet,cl_lotus_a02_helmet,,,,,,10007|0|0|0|0|0,
480471,80A散衣服,1,4,80,A,equip/lotus/,wa_lotus_a02_body,ar_lotus_a02_body,so_lotus_a02_body,cl_lotus_a02_body,,,,,,,
480472,80A散裤子,2,4,80,A,equip/lotus/,wa_lotus_a02_leg,ar_lotus_a02_leg,so_lotus_a02_leg,cl_lotus_a02_leg,,,,,,,
480473,80A散手套,3,4,80,A,equip/lotus/,wa_lotus_a02_glove,ar_lotus_a02_glove,so_lotus_a02_glove,cl_lotus_a02_glove,,,,,,,
480474,80A散鞋子,4,4,80,A,equip/lotus/,wa_lotus_a02_boots,ar_lotus_a02_boots,so_lotus_a02_boots,cl_lotus_a02_boots,,,,,,0|0|10001|0|0|0,
480475,80A散长剑,5,4,80,A,,weapon/wa_lotus_a02_sword_weapon,weapon/ar_lotus_a02_bigbow_weapon,weapon/so_lotus_a02_staff_weapon,weapon/cl_lotus_a02_mace_weapon,,,,,,,
480476,80A散护手,6,4,80,A,equip/lotus/,wa_lotus_a02_gauntlet,ar_lotus_a02_quiver,so_lotus_a02_book,cl_lotus_a02_shield,,,,,,,
480500,80A套头盔,0,4,80,A套,equip/archbishop/,wa_archbishop_helmet,ar_archbishop_helmet,so_archbishop_helmet,cl_archbishop_helmet,,,,,,10007|0|0|10007|0|0,
480505,80A套长剑,5,4,80,A套,,weapon/wa_archbishop_sword_weapon,weapon/ar_archbishop_bigbow_weapon,weapon/so_archbishop_staff_weapon,weapon/cl_archbishop_mace_weapon,,,,,,,
480506,80A套护手,6,4,80,A套,equip/archbishop/,wa_archbishop_gauntlet,Player_archer_quiver,so_archbishop_book,cl_archbishop_shield,,,,,,,
480600,80龙帽子|80龙帽子|80龙帽子|80龙帽子|80龙帽子,0,4,80,S套,equip/desertdragon/,wa_desertdragon_helmet,ar_desertdragon_helmet,so_desertdragon_helmet,cl_desertdragon_helmet,ac_desertdragon_helmet,as_desertdragon_helmet,,,,10007|0|0|10007|10006|0,
480601,80龙上装|80龙上装|80龙上装|80龙上装|80龙上装,1,4,80,S套,equip/desertdragon/,wa_desertdragon_body,ar_desertdragon_body,so_desertdragon_body,cl_desertdragon_body,ac_desertdragon_body,as_desertdragon_body,,,,,
480602,80龙下装|80龙下装|80龙下装|80龙下装|80龙下装,2,4,80,S套,equip/desertdragon/,wa_desertdragon_leg,ar_desertdragon_leg,so_desertdragon_leg,cl_desertdragon_leg,ac_desertdragon_leg,as_desertdragon_leg,,,,,
480603,80龙手套|80龙手套|80龙手套|80龙手套|80龙手套,3,4,80,S套,equip/desertdragon/,wa_desertdragon_glove,ar_desertdragon_glove,so_desertdragon_glove,cl_desertdragon_glove,ac_desertdragon_glove,as_desertdragon_glove,,,,,
480604,80龙鞋子|80龙鞋子|80龙鞋子|80龙鞋子|80龙鞋子,4,4,80,S套,equip/desertdragon/,wa_desertdragon_boots,ar_desertdragon_boots,so_desertdragon_boots,cl_desertdragon_boots,ac_desertdragon_boots,as_desertdragon_boots,,,,0|0|10001|0|0|0,
480605,80龙长剑|80龙长弓|80龙法杖|80龙权杖|80龙加农炮,5,4,80,S套,,weapon/wa_desertdragon_sword_weapon,weapon/ar_desertdragon_bigbow_weapon,weapon/so_desertdragon_staff_weapon,weapon/cl_desertdragon_mace_weapon,weapon/ac_desertdragon_cannon_weapon,weapon/as_desertdragon_scimitar_weapon,,,,,
480606,80龙护手|80龙箭袋|80龙魔法书|80龙盾牌|80龙穿线环,6,4,80,S套,equip/desertdragon/,wa_desertdragon_gauntlet,ar_desertdragon_quiver,so_desertdragon_book,cl_desertdragon_shield,ac_desertdragon_gauntlet,as_desertdragon_crook,,,,,
490470,90A散头盔,0,4,90,A,equip/lotus/,wa_lotus_a03_helmet,ar_lotus_a03_helmet,so_lotus_a03_helmet,cl_lotus_a03_helmet,,,,,,10007|0|0|0|0|0,
490471,90A散衣服,1,4,90,A,equip/lotus/,wa_lotus_a03_body,ar_lotus_a03_body,so_lotus_a03_body,cl_lotus_a03_body,,,,,,,
490472,90A散裤子,2,4,90,A,equip/lotus/,wa_lotus_a03_leg,ar_lotus_a03_leg,so_lotus_a03_leg,cl_lotus_a03_leg,,,,,,,
490473,90A散手套,3,4,90,A,equip/lotus/,wa_lotus_a03_glove,ar_lotus_a03_glove,so_lotus_a03_glove,cl_lotus_a03_glove,,,,,,,
490474,90A散鞋子,4,4,90,A,equip/lotus/,wa_lotus_a03_boots,ar_lotus_a03_boots,so_lotus_a03_boots,cl_lotus_a03_boots,,,,,,0|0|10001|0|0|0,
490475,90A散长剑,5,4,90,A,,weapon/wa_lotus_a03_sword_weapon,weapon/ar_lotus_a03_bigbow_weapon,weapon/so_lotus_a03_staff_weapon,weapon/cl_lotus_a03_mace_weapon,,,,,,,
490476,90A散护手,6,4,90,A,equip/lotus/,wa_lotus_a03_gauntlet,ar_lotus_a03_quiver,so_lotus_a03_book,cl_lotus_a03_shield,,,,,,,
490500,90A套头盔,0,4,90,A套,equip/archbishop/,wa_archbishop_helmet,ar_archbishop_helmet,so_archbishop_helmet,cl_archbishop_helmet,,,,,,10007|0|0|10007|0|0,
490505,90A套长剑,5,4,90,A套,,weapon/wa_archbishop_sword_weapon,weapon/ar_archbishop_bigbow_weapon,weapon/so_archbishop_staff_weapon,weapon/cl_archbishop_mace_weapon,,,,,,,
490506,90A套护手,6,4,90,A套,equip/archbishop/,wa_archbishop_gauntlet,Player_archer_quiver,so_archbishop_book,cl_archbishop_shield,,,,,,,
491470,100A散头盔,0,4,100,A,equip/lotus/,wa_lotus_a04_helmet,ar_lotus_a04_helmet,so_lotus_a04_helmet,cl_lotus_a04_helmet,,,,,,10007|0|0|0|0|0,
491471,100A散衣服,1,4,100,A,equip/lotus/,wa_lotus_a04_body,ar_lotus_a04_body,so_lotus_a04_body,cl_lotus_a04_body,,,,,,,
491472,100A散裤子,2,4,100,A,equip/lotus/,wa_lotus_a04_leg,ar_lotus_a04_leg,so_lotus_a04_leg,cl_lotus_a04_leg,,,,,,,
491473,100A散手套,3,4,100,A,equip/lotus/,wa_lotus_a04_glove,ar_lotus_a04_glove,so_lotus_a04_glove,cl_lotus_a04_glove,,,,,,,
491474,100A散鞋子,4,4,100,A,equip/lotus/,wa_lotus_a04_boots,ar_lotus_a04_boots,so_lotus_a04_boots,cl_lotus_a04_boots,,,,,,0|0|10001|0|0|0,
491475,100A散长剑,5,4,100,A,,weapon/wa_lotus_a04_sword_weapon,weapon/ar_lotus_a04_bigbow_weapon,weapon/so_lotus_a04_staff_weapon,weapon/cl_lotus_a04_mace_weapon,,,,,,,
491476,100A散护手,6,4,100,A,equip/lotus/,wa_lotus_a04_gauntlet,ar_lotus_a04_quiver,so_lotus_a04_book,cl_lotus_a04_shield,,,,,,,
491500,100A套头盔,0,4,100,A套,equip/archbishop/,wa_archbishop_helmet,ar_archbishop_helmet,so_archbishop_helmet,cl_archbishop_helmet,,,,,,10007|0|0|10007|0|0,
491505,100A套长剑,5,4,100,A套,,weapon/wa_archbishop_sword_weapon,weapon/ar_archbishop_bigbow_weapon,weapon/so_archbishop_staff_weapon,weapon/cl_archbishop_mace_weapon,,,,,,,
491506,100A套护手,6,4,100,A套,equip/archbishop/,wa_archbishop_gauntlet,Player_archer_quiver,so_archbishop_book,cl_archbishop_shield,,,,,,,
491600,100龙帽子|100龙帽子|100龙帽子|100龙帽子|100龙帽子,0,4,100,S套,equip/greendragon/,wa_greendragon_helmet,ar_greendragon_helmet,so_greendragon_helmet,cl_greendragon_helmet,ac_greendragon_helmet,as_greendragon_helmet,,,,10007|0|0|10007|10006|0,
491601,100龙上装|100龙上装|100龙上装|100龙上装|100龙上装,1,4,100,S套,equip/greendragon/,wa_greendragon_body,ar_greendragon_body,so_greendragon_body,cl_greendragon_body,ac_greendragon_body,as_greendragon_body,,,,,
491602,100龙下装|100龙下装|100龙下装|100龙下装|100龙下装,2,4,100,S套,equip/greendragon/,wa_greendragon_leg,ar_greendragon_leg,so_greendragon_leg,cl_greendragon_leg,ac_greendragon_leg,as_greendragon_leg,,,,,
491603,100龙手套|100龙手套|100龙手套|100龙手套|100龙手套,3,4,100,S套,equip/greendragon/,wa_greendragon_glove,ar_greendragon_glove,so_greendragon_glove,cl_greendragon_glove,ac_greendragon_glove,as_greendragon_glove,,,,,
491604,100龙鞋子|100龙鞋子|100龙鞋子|100龙鞋子|100龙鞋子,4,4,100,S套,equip/greendragon/,wa_greendragon_boots,ar_greendragon_boots,so_greendragon_boots,cl_greendragon_boots,ac_greendragon_boots,as_greendragon_boots,,,,0|0|10001|0|0|0,
491605,100龙长剑|100龙长弓|100龙法杖|100龙权杖|100龙加农炮,5,4,100,S套,,weapon/wa_greendragon_sword_weapon,weapon/ar_greendragon_bigbow_weapon,weapon/so_greendragon_staff_weapon,weapon/cl_greendragon_mace_weapon,weapon/ac_greendragon_cannon_weapon,weapon/as_greendragon_scimitar_weapon,,,,,
491606,100龙护手|100龙箭袋|100龙魔法书|100龙盾牌|100龙穿线环,6,4,100,S套,equip/greendragon/,wa_greendragon_gauntlet,ar_greendragon_quiver,so_greendragon_book,cl_greendragon_shield,ac_greendragon_gauntlet,as_greendragon_crook,,,,,
516370,深渊之克洛伯头盔,0,5,14,B套,equip/lotus/,wa_lotus_a01_helmet,ar_lotus_a01_helmet,so_lotus_a01_helmet,cl_lotus_a01_helmet,ac_lotus_a01_helmet,,,,,,
516371,深渊之克洛伯衣服,1,5,14,B套,equip/lotus/,wa_lotus_a01_body,ar_lotus_a01_body,so_lotus_a01_body,cl_lotus_a01_body,ac_lotus_a01_body,,,,,,
516372,深渊之克洛伯裤子,2,5,14,B套,equip/lotus/,wa_lotus_a01_leg,ar_lotus_a01_leg,so_lotus_a01_leg,cl_lotus_a01_leg,ac_lotus_a01_leg,,,,,,
516373,深渊之克洛伯手套,3,5,14,B套,equip/lotus/,wa_lotus_a01_glove,ar_lotus_a01_glove,so_lotus_a01_glove,cl_lotus_a01_glove,ac_lotus_a01_glove,,,,,,
516374,深渊之克洛伯鞋子,4,5,14,B套,equip/lotus/,wa_lotus_a01_boots,ar_lotus_a01_boots,so_lotus_a01_boots,cl_lotus_a01_boots,ac_lotus_a01_boots,,,,,0|0|10001|0|0|0,
516375,深渊之克洛伯法杖,5,5,14,B套,,weapon/wa_lotus_a01_sword_weapon,weapon/ar_lotus_a01_bigbow_weapon,weapon/so_lotus_a01_staff_weapon,weapon/cl_lotus_a01_mace_weapon,weapon/ac_lotus_a01_cannon_weapon,,,,,,
516376,深渊之克洛伯之书,6,5,14,B套,equip/lotus/,wa_lotus_a01_gauntlet,ar_lotus_a01_quiver,so_lotus_a01_book,cl_lotus_a01_shield,ac_lotus_a01_gauntlet,,,,,,
532471,深渊的冥想家衣服,1,5,32,A,equip/shenyuan/,wa_shukei_d01_body,ar_shukei_c01_body,so_blood_c01_body,cl_leejean_d01_body,ac_ydd_d01_body,,,,,,
532472,深渊的冥想家裤子,2,5,32,A,equip/shenyuan/,wa_shukei_d01_leg,ar_shukei_c01_leg,so_blood_c01_leg,cl_leejean_d01_leg,ac_ydd_d01_leg,,,,,,
532473,深渊的冥想家手套,3,5,32,A,equip/shenyuan/,wa_shukei_d01_glove,ar_shukei_c01_glove,so_blood_c01_glove,cl_leejean_d01_glove,ac_ydd_d01_glove,,,,,,
532474,深渊的冥想家鞋子,4,5,32,A,equip/shenyuan/,wa_shukei_d01_boots,ar_shukei_c01_boots,so_blood_c01_boots,cl_leejean_d01_boots,ac_ydd_d01_boots,,,,,0|0|10001|0|0|0,
532475,深渊的冥想家法杖,5,5,32,A,,weapon/wa_shukei_d01_sword_weapon,weapon/ar_shukei_c01_bigbow_weapon,weapon/so_blood_c01_steff_weapon,weapon/cl_leejean_d01_mace_weapon,weapon/ac_ydd_d01_cannon_weapon,,,,,,
532476,深渊的冥想家之书,6,5,32,A,equip/shenyuan/,wa_shukei_d01_gauntlet,ar_shukei_c01_quiver,so_blood_c01_book,cl_leejean_d01_shield,ac_ydd_d01_gauntlet,,,,,,
532500,炼狱之地狱犬头盔,0,5,32,A套,equip/cerberos/,wa_cerberos_helmet,ar_cerberos_helmet,so_cerberos_helmet,cl_cerberos_helmet,ac_cerberos_helmet,,,,,10007|0|10007|10007|10007|0,
532505,炼狱之地狱犬法杖,5,5,32,A套,,weapon/wa_cerberos_sword_weapon,weapon/ar_cerberos_bigbow_weapon,weapon/so_cerberos_steff_weapon,weapon/cl_cerberos_wand_weapon,weapon/ac_cerberos_cannon_weapon,,,,,,
532506,炼狱之地狱犬之书,6,5,32,A套,equip/cerberos/,wa_cerberos_gauntlet,Player_archer_quiver,so_cerberos_book,cl_cerberos_shield,ac_cerberos_gauntlet,,,,,,
540471,深渊的求道者衣服,1,5,40,A,equip/shenyuan/,wa_shukei_d02_body,ar_shukei_c02_body,so_blood_c02_body,cl_leejean_d02_body,ac_ydd_d02_body,,,,,,
540472,深渊的求道者裤子,2,5,40,A,equip/shenyuan/,wa_shukei_d02_leg,ar_shukei_c02_leg,so_blood_c02_leg,cl_leejean_d02_leg,ac_ydd_d02_leg,,,,,,
540473,深渊的求道者手套,3,5,40,A,equip/shenyuan/,wa_shukei_d02_glove,ar_shukei_c02_glove,so_blood_c02_glove,cl_leejean_d02_glove,ac_ydd_d02_glove,,,,,,
540474,深渊的求道者鞋子,4,5,40,A,equip/shenyuan/,wa_shukei_d02_boots,ar_shukei_c02_boots,so_blood_c02_boots,cl_leejean_d02_boots,ac_ydd_d02_boots,,,,,0|0|10001|0|0|0,
540475,深渊的求道者法杖,5,5,40,A,,weapon/wa_shukei_d02_sword_weapon,weapon/ar_shukei_c02_bigbow_weapon,weapon/so_blood_c02_steff_weapon,weapon/cl_leejean_d02_mace_weapon,weapon/ac_ydd_d02_cannon_weapon,,,,,,
540476,深渊的求道者之书,6,5,40,A,equip/shenyuan/,wa_shukei_d02_gauntlet,ar_shukei_c02_quiver,so_blood_c02_book,cl_leejean_d02_shield,ac_ydd_d02_gauntlet,,,,,,
540500,狮蝎头盔,0,5,40,A套,equip/manticore/,wa_manticore_helmat,ar_manticore_helmat,so_manticore_helmat,cl_manticore_helmat,ac_manticore_helmet,,,,,10007|0|10007|10007|10007|0,
540505,狮蝎法杖,5,5,40,A套,,weapon/wa_manticore_sword_weapon,weapon/ar_manticore_bigbow_weapon,weapon/so_manticore_steff_weapon,weapon/cl_manticore_mace_weapon,weapon/ac_manticore_cannon_weapon,,,,,,
540506,狮蝎之书,6,5,40,A套,equip/manticore/,wa_manticore_gauntlet,Player_archer_quiver,so_manticore_book,cl_manticore_shield,ac_manticore_gauntlet,,,,,,
540600,海龙头盔,0,5,40,S套,equip/seadragon/,wa_seadragon_helmet,ar_seadragon_helmet,so_seadragon_helmet,cl_seadragon_helmet,ac_seadragon_helmet,,,,,10007|0|10007|10007|10007|0,
540601,海龙衣服,1,5,40,S套,equip/seadragon/,wa_seadragon_body,ar_seadragon_body,so_seadragon_body,cl_seadragon_body,ac_seadragon_body,,,,,,
540602,海龙裤子,2,5,40,S套,equip/seadragon/,wa_seadragon_leg,ar_seadragon_leg,so_seadragon_leg,cl_seadragon_leg,ac_seadragon_leg,,,,,,
540603,海龙手套,3,5,40,S套,equip/seadragon/,wa_seadragon_glove,ar_seadragon_glove,so_seadragon_glove,cl_seadragon_glove,ac_seadragon_glove,,,,,,
540604,海龙鞋子,4,5,40,S套,equip/seadragon/,wa_seadragon_boots,ar_seadragon_boots,so_seadragon_boots,cl_seadragon_boots,ac_seadragon_boots,,,,,0|0|10001|0|0|0,
540605,海龙法杖,5,5,40,S套,,weapon/wa_seadragon_sword_weapon,weapon/ar_seadragon_bigbow_weapon,weapon/so_seadragon_staff_weapon,weapon/cl_seadragon_mace_weapon,weapon/ac_seadragon_cannon_weapon,,,,,,
540606,海龙之书,6,5,40,S套,equip/seadragon/,wa_seadragon_gauntlet,ar_seadragon_quiver,so_seadragon_book,cl_seadragon_shield,ac_seadragon_gauntlet,,,,,,
550471,深渊的大法师衣服,1,5,50,A,equip/shenyuan/,wa_shukei_d03_body,ar_shukei_c03_body,so_blood_c03_body,cl_leejean_d03_body,ac_ydd_d03_body,,,,,,
550472,深渊的大法师裤子,2,5,50,A,equip/shenyuan/,wa_shukei_d03_leg,ar_shukei_c03_leg,so_blood_c03_leg,cl_leejean_d03_leg,ac_ydd_d03_leg,,,,,,
550473,深渊的大法师手套,3,5,50,A,equip/shenyuan/,wa_shukei_d03_glove,ar_shukei_c03_glove,so_blood_c03_glove,cl_leejean_d03_glove,ac_ydd_d03_glove,,,,,,
550474,深渊的大法师鞋子,4,5,50,A,equip/shenyuan/,wa_shukei_d03_boots,ar_shukei_c03_boots,so_blood_c03_boots,cl_leejean_d03_boots,ac_ydd_d03_boots,,,,,0|0|10001|0|0|0,
550475,深渊的大法师法杖,5,5,50,A,,weapon/wa_shukei_d03_sword_weapon,weapon/ar_shukei_c03_bigbow_weapon,weapon/so_blood_c03_steff_weapon,weapon/cl_leejean_d03_mace_weapon,weapon/ac_ydd_d03_cannon_weapon,,,,,,
550476,深渊的大法师之书,6,5,50,A,equip/shenyuan/,wa_shukei_d03_gauntlet,ar_shukei_c03_quiver,so_blood_c03_book,cl_leejean_d03_shield,ac_ydd_d03_gauntlet,,,,,,
550500,天启头盔,0,5,50,A套,equip/apocalypse/,wa_apocalypse_helmet,ar_apocalypse_helmet,so_apocalypse_helmet,cl_apocalypse_helmet,ac_apocalypse_helmet,,,,,10007|0|10007|10007|10007|0,
550505,天启法杖,5,5,50,A套,,weapon/wa_apocalypse_sword_weapon,weapon/ar_apocalypse_bigbow_weapon,weapon/so_apocalypse_steff_weapon,weapon/cl_apocalypse_mace_weapon,weapon/ac_apocalypse_cannon_weapon,,,,,,
550506,天启之书,6,5,50,A套,equip/apocalypse/,wa_apocalypse_gauntlet,Player_archer_quiver,so_apocalypse_book,cl_apocalypse_shield,ac_apocalypse_gauntlet,,,,,,
560471,深渊的大法师衣服,1,5,60,A,equip/shenyuan/,wa_shukei_d03_body,ar_shukei_c03_body,so_blood_c03_body,cl_leejean_d03_body,ac_ydd_d04_body,,,,,,
560472,深渊的大法师裤子,2,5,60,A,equip/shenyuan/,wa_shukei_d03_leg,ar_shukei_c03_leg,so_blood_c03_leg,cl_leejean_d03_leg,ac_ydd_d04_leg,,,,,,
560473,深渊的大法师手套,3,5,60,A,equip/shenyuan/,wa_shukei_d03_glove,ar_shukei_c03_glove,so_blood_c03_glove,cl_leejean_d03_glove,ac_ydd_d04_glove,,,,,,
560474,深渊的大法师鞋子,4,5,60,A,equip/shenyuan/,wa_shukei_d03_boots,ar_shukei_c03_boots,so_blood_c03_boots,cl_leejean_d03_boots,ac_ydd_d04_boots,,,,,0|0|10001|0|0|0,
560475,深渊的大法师法杖,5,5,60,A,,weapon/wa_shukei_d03_sword_weapon,weapon/ar_shukei_c03_bigbow_weapon,weapon/so_blood_c03_steff_weapon,weapon/cl_leejean_d03_mace_weapon,weapon/ac_ydd_d04_cannon_weapon,,,,,,
560476,深渊的大法师之书,6,5,60,A,equip/shenyuan/,wa_shukei_d03_gauntlet,ar_shukei_c03_quiver,so_blood_c03_book,cl_leejean_d03_shield,ac_ydd_d04_gauntlet,,,,,,
560500,大主教头盔,0,5,60,A套,equip/archbishop/,,,,,ac_archbishop_helmet,,,,,10007|0|10007|10007|10007|0,
560505,大主教法杖,5,5,60,A套,,,,,,weapon/ac_archbishop_cannon_weapon,,,,,,
560506,大主教之书,6,5,60,A套,equip/archbishop/,,,,,ac_archbishop_gauntlet,,,,,,
560600,绿龙帽子|绿龙帽子|绿龙帽子|绿龙帽子|绿龙帽子,0,5,,,equip/greendragon/,wa_greendragon_helmet,ar_greendragon_helmet,so_greendragon_helmet,cl_greendragon_helmet,ac_greendragon_helmet,as_greendragon_helmet,,,,10007|0|0|10007|10006|0,
560601,绿龙上装|绿龙上装|绿龙上装|绿龙上装|绿龙上装,1,5,,,equip/greendragon/,wa_greendragon_body,ar_greendragon_body,so_greendragon_body,cl_greendragon_body,ac_greendragon_body,as_greendragon_body,,,,,
560602,绿龙下装|绿龙下装|绿龙下装|绿龙下装|绿龙下装,2,5,,,equip/greendragon/,wa_greendragon_leg,ar_greendragon_leg,so_greendragon_leg,cl_greendragon_leg,ac_greendragon_leg,as_greendragon_leg,,,,,
560603,绿龙手套|绿龙手套|绿龙手套|绿龙手套|绿龙手套,3,5,,,equip/greendragon/,wa_greendragon_glove,ar_greendragon_glove,so_greendragon_glove,cl_greendragon_glove,ac_greendragon_glove,as_greendragon_glove,,,,,
560604,绿龙鞋子|绿龙鞋子|绿龙鞋子|绿龙鞋子|绿龙鞋子,4,5,,,equip/greendragon/,wa_greendragon_boots,ar_greendragon_boots,so_greendragon_boots,cl_greendragon_boots,ac_greendragon_boots,as_greendragon_boots,,,,0|0|10001|0|0|0,
560605,绿龙长剑|绿龙长弓|绿龙法杖|绿龙权杖|绿龙加农炮,5,5,,,,weapon/wa_greendragon_sword_weapon,weapon/ar_greendragon_bigbow_weapon,weapon/so_greendragon_staff_weapon,weapon/cl_greendragon_mace_weapon,weapon/ac_greendragon_cannon_weapon,weapon/as_greendragon_scimitar_weapon,,,,,
560606,绿龙护手|绿龙箭袋|绿龙魔法书|绿龙盾牌|绿龙穿线环,6,5,,,equip/greendragon/,wa_greendragon_gauntlet,ar_greendragon_quiver,so_greendragon_book,cl_greendragon_shield,ac_greendragon_gauntlet,as_greendragon_crook,,,,,
570471,70A散衣服,1,5,70,A,equip/shenyuan/,wa_shukei_d03_body,ar_shukei_c03_body,so_blood_c03_body,cl_leejean_d03_body,ac_ydd_d01_body,,,,,,
570472,70A散裤子,2,5,70,A,equip/shenyuan/,wa_shukei_d03_leg,ar_shukei_c03_leg,so_blood_c03_leg,cl_leejean_d03_leg,ac_ydd_d01_leg,,,,,,
570473,70A散手套,3,5,70,A,equip/shenyuan/,wa_shukei_d03_glove,ar_shukei_c03_glove,so_blood_c03_glove,cl_leejean_d03_glove,ac_ydd_d01_glove,,,,,,
570474,70A散鞋子,4,5,70,A,equip/shenyuan/,wa_shukei_d03_boots,ar_shukei_c03_boots,so_blood_c03_boots,cl_leejean_d03_boots,ac_ydd_d01_boots,,,,,0|0|10001|0|0|0,
570475,70A散长剑,5,5,70,A,,weapon/wa_shukei_d03_sword_weapon,weapon/ar_shukei_c03_bigbow_weapon,weapon/so_blood_c03_steff_weapon,weapon/cl_leejean_d03_mace_weapon,weapon/ac_ydd_d01_cannon_weapon,,,,,,
570476,70A散护手,6,5,70,A,equip/shenyuan/,wa_shukei_d03_gauntlet,ar_shukei_c03_quiver,so_blood_c03_book,cl_leejean_d03_shield,ac_ydd_d01_gauntlet,,,,,,
570500,巨人头盔,0,5,70,A套,equip/gigantesmaha/,wa_archbishop_helmet,ar_archbishop_helmet,so_archbishop_helmet,cl_archbishop_helmet,ac_gigantesmaha_helmet,,,,,10007|0|0|10007|0|0,
570505,巨人长剑,5,5,70,A套,,weapon/wa_archbishop_sword_weapon,weapon/ar_archbishop_bigbow_weapon,weapon/so_archbishop_staff_weapon,weapon/cl_archbishop_mace_weapon,weapon/ac_gigantesmaha_cannon_weapon,,,,,,
570506,巨人护手,6,5,70,A套,equip/gigantesmaha/,wa_archbishop_gauntlet,Player_archer_quiver,so_archbishop_book,cl_archbishop_shield,ac_gigantesmaha_gauntlet,,,,,,
580470,80A散头盔,0,5,80,A,equip/lotus/,wa_lotus_a02_helmet,ar_lotus_a02_helmet,so_lotus_a02_helmet,cl_lotus_a02_helmet,ac_lotus_a02_helmet,,,,,10007|0|0|0|0|0,
580471,80A散衣服,1,5,80,A,equip/lotus/,wa_lotus_a02_body,ar_lotus_a02_body,so_lotus_a02_body,cl_lotus_a02_body,ac_lotus_a02_body,,,,,,
580472,80A散裤子,2,5,80,A,equip/lotus/,wa_lotus_a02_leg,ar_lotus_a02_leg,so_lotus_a02_leg,cl_lotus_a02_leg,ac_lotus_a02_leg,,,,,,
580473,80A散手套,3,5,80,A,equip/lotus/,wa_lotus_a02_glove,ar_lotus_a02_glove,so_lotus_a02_glove,cl_lotus_a02_glove,ac_lotus_a02_glove,,,,,,
580474,80A散鞋子,4,5,80,A,equip/lotus/,wa_lotus_a02_boots,ar_lotus_a02_boots,so_lotus_a02_boots,cl_lotus_a02_boots,ac_lotus_a02_boots,,,,,0|0|10001|0|0|0,
580475,80A散长剑,5,5,80,A,,weapon/wa_lotus_a02_sword_weapon,weapon/ar_lotus_a02_bigbow_weapon,weapon/so_lotus_a02_staff_weapon,weapon/cl_lotus_a02_mace_weapon,weapon/ac_lotus_a02_cannon_weapon,,,,,,
580476,80A散护手,6,5,80,A,equip/lotus/,wa_lotus_a02_gauntlet,ar_lotus_a02_quiver,so_lotus_a02_book,cl_lotus_a02_shield,ac_lotus_a02_gauntlet,,,,,,
580500,80A套头盔,0,5,80,A套,equip/archbishop/,wa_archbishop_helmet,ar_archbishop_helmet,so_archbishop_helmet,cl_archbishop_helmet,,,,,,10007|0|0|10007|0|0,
580505,80A套长剑,5,5,80,A套,,weapon/wa_archbishop_sword_weapon,weapon/ar_archbishop_bigbow_weapon,weapon/so_archbishop_staff_weapon,weapon/cl_archbishop_mace_weapon,,,,,,,
580506,80A套护手,6,5,80,A套,equip/archbishop/,wa_archbishop_gauntlet,Player_archer_quiver,so_archbishop_book,cl_archbishop_shield,,,,,,,
580600,80龙帽子|80龙帽子|80龙帽子|80龙帽子|80龙帽子,0,5,80,S套,equip/desertdragon/,wa_desertdragon_helmet,ar_desertdragon_helmet,so_desertdragon_helmet,cl_desertdragon_helmet,ac_desertdragon_helmet,as_desertdragon_helmet,,,,10007|0|0|10007|10006|0,
580601,80龙上装|80龙上装|80龙上装|80龙上装|80龙上装,1,5,80,S套,equip/desertdragon/,wa_desertdragon_body,ar_desertdragon_body,so_desertdragon_body,cl_desertdragon_body,ac_desertdragon_body,as_desertdragon_body,,,,,
580602,80龙下装|80龙下装|80龙下装|80龙下装|80龙下装,2,5,80,S套,equip/desertdragon/,wa_desertdragon_leg,ar_desertdragon_leg,so_desertdragon_leg,cl_desertdragon_leg,ac_desertdragon_leg,as_desertdragon_leg,,,,,
580603,80龙手套|80龙手套|80龙手套|80龙手套|80龙手套,3,5,80,S套,equip/desertdragon/,wa_desertdragon_glove,ar_desertdragon_glove,so_desertdragon_glove,cl_desertdragon_glove,ac_desertdragon_glove,as_desertdragon_glove,,,,,
580604,80龙鞋子|80龙鞋子|80龙鞋子|80龙鞋子|80龙鞋子,4,5,80,S套,equip/desertdragon/,wa_desertdragon_boots,ar_desertdragon_boots,so_desertdragon_boots,cl_desertdragon_boots,ac_desertdragon_boots,as_desertdragon_boots,,,,0|0|10001|0|0|0,
580605,80龙长剑|80龙长弓|80龙法杖|80龙权杖|80龙加农炮,5,5,80,S套,,weapon/wa_desertdragon_sword_weapon,weapon/ar_desertdragon_bigbow_weapon,weapon/so_desertdragon_staff_weapon,weapon/cl_desertdragon_mace_weapon,weapon/ac_desertdragon_cannon_weapon,weapon/as_desertdragon_scimitar_weapon,,,,,
580606,80龙护手|80龙箭袋|80龙魔法书|80龙盾牌|80龙穿线环,6,5,80,S套,equip/desertdragon/,wa_desertdragon_gauntlet,ar_desertdragon_quiver,so_desertdragon_book,cl_desertdragon_shield,ac_desertdragon_gauntlet,as_desertdragon_crook,,,,,
