SceneID,Comment,SceneType,IsStaticScene,PreTask,PreScene,RequiredLevel,SyncMode,SwitchToSelf,CanReconnect,EndTimeOut,IsCanQuit,DelayTransfer,LineRoleCount,Buff,SceneFile,UnitySceneFile,ScenePath,BGM,BlockFilePath,OperationSettings,StartPos,StartFace,StartRot,Chapter,UIPos,BoxUIPos,UIIcon,FatigueCost,ViewableDropList,Exp,Drop,Drop1,Drop2,Drop3,Drop4,Drop5,Money,FirstDownExp,FirstDownDrop,FirstDownMoney,FirstSSS,ExpSealReward,SceneChest,DiamondDropID,GoldDropID,SilverDropID,CopperDropID,SBox,SSBox,SSSBox,IsBoss,RecommendPower,BossAvatar,BossIcon,EndCutScene,EndCutSceneTime,WinCondition,LoseCondition,WinDelayTime,DayLimit,CoolDown,DayLimitGroupID,CanDrawBox,HasFlyOut,DynamicScene,EnvSet,CanRevive,ReviveNumb,ReviveCost,ReviveMoneyCost,ReviveTime,ReviveBuff,ReviveBuffTip,CanPause,ShowUp,LoadingTips,LoadingPic,SceneCanNavi,ShowAutoFight,ShowBattleStatistics,RandomTaskType,RandomTaskSpecify,UseSupplement,HurtCoef,MiniMap,MiniMapSize,MiniMapOutSize,MiniMapRotation,StaticMiniMapCenter,SceneAI,PPTCoff,GuildExpBounus,FailText,LeaveSceneTip,RecommendHint,TeamInfoDefaultTab,CombatType,SweepNeedPPT,TimeCounter,HasComboBuff,DisplayPet,AutoReturn,StoryDriver,MinPassTime,ShowSkill,ShowNormalAttack,WinConditionTips,BattleExplainTips,DPS,CanVIPRevive,HideTeamIndicate,ShieldSight,SpecifiedTargetLocatedRange,SpactivityActiveDrop,SpActivityDrop,VipReviveLimit
31008,古代藏宝库,23,0,,,32,1,TRUE,,,TRUE,,,,Level/Other/wujingshilian14,DN_Lv4_4_5,DN_Lv_4/DN_Lv4_4_5/DN_Lv4_4_5,Audio/mapambience/shinei,Table/SceneBlock/scene405,21|1021,161.33=0.02=159,,0|0|0|1,,,,,,,10000,,30001000|30001006|30001009,30001000|30001006|30001009,30001000|30001006|30001009,30001000|30001006|30001009,30001000|30001006|30001009,,10000,30001000|30001006|30001009,,,,,30001004,30001003,30001002,30001001,1=10|2=50|3=30|4=10,1=10|2=30|3=50|4=10,1=10|2=15|3=65|4=10,TRUE,0,,TXBOSSicon_36,,,1=0,2=0,,1,,30001,TRUE,TRUE,wujingshilian14,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,在无尽深渊中，善用语音和队友沟通，可以更快的通关哦|想兑换A级装备吗，快和朋友一起挑战无尽深渊吧,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,FALSE,,,1,1,minimap_408,200|200,,0,,scene_14_4_wujing,,,失败不扣除深渊次数和体力,战斗失败不会扣除深渊次数和体力{n}（退出会丢失已获取的战利品）,穿戴全套40级B装并强化+6进行挑战,1,,40000,,FALSE,FALSE,30,,0,TRUE,TRUE,,,,,FALSE,,-1,,,1
32001,古代图书馆深处,23,0,,,32,1,TRUE,,,TRUE,,,,Level/Other/wujingshilian11,DN_Lv4_4_1,DN_Lv_4/DN_Lv4_4_1/DN_Lv4_4_1,Audio/mapambience/shinei,Table/SceneBlock/scene401,21|1021,114.17=8=33.12,,0|90|0|1,,,,,,,10000,,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,,10000,30001000|30001007|30001009,,,,,30001004,30001003,30001002,30001001,1=10|2=50|3=30|4=10,1=10|2=30|3=50|4=10,1=10|2=15|3=65|4=10,TRUE,0,,TXBOSSicon_36,,,1=0,2=0,,1,,30001,TRUE,TRUE,wujingshilian11,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,无尽深渊产出的勋章可以兑换A级装备|多多挑战无尽深渊，可以兑换A级装备和其他奖励哦,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,FALSE,,,1,1,minimap_402,200|200,,-167,,,,,失败不扣除深渊次数和体力,战斗失败不会扣除深渊次数和体力{n}（退出会丢失已获取的战利品）,穿戴全套32级B装并强化+5进行挑战,1,,28000,,FALSE,FALSE,30,,0,TRUE,TRUE,,,,,FALSE,,-1,,,1
32002,盲目溪谷深处,23,0,,,32,1,TRUE,,,TRUE,,,,Level/Other/wujingshilian12,DN_Lv4_4_5,DN_Lv_4/DN_Lv4_4_5/DN_Lv4_4_5,Audio/mapambience/zhaoze,Table/SceneBlock/scene405,21|1021,161.33=0.02=159,,0|0|0|1,,,,,,,10000,,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,,10000,30001000|30001007|30001009,,,,,30001004,30001003,30001002,30001001,1=10|2=50|3=30|4=10,1=10|2=30|3=50|4=10,1=10|2=15|3=65|4=10,TRUE,0,,TXBOSSicon_36,,,1=0,2=0,,1,,30001,TRUE,TRUE,wujingshilian12,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,在无尽深渊中，善用语音和队友沟通，可以更快的通关哦|想兑换A级装备吗，快和朋友一起挑战无尽深渊吧,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,FALSE,,,1,1,minimap_406,200|200,,40,,,,,失败不扣除深渊次数和体力,战斗失败不会扣除深渊次数和体力{n}（退出会丢失已获取的战利品）,穿戴3件 40级B装并强化+5进行挑战,1,,30000,,FALSE,FALSE,30,,0,TRUE,TRUE,,,,,FALSE,,-1,,,1
32003,古代仓库东边,23,0,,,32,1,TRUE,,,TRUE,,,,Level/Other/wujingshilian13,DN_Lv4_4_1,DN_Lv_4/DN_Lv4_4_1/DN_Lv4_4_1,Audio/mapambience/shinei,Table/SceneBlock/scene401,21|1021,171.13=10.4=85.16,,0|180|0|1,,,,,,,10000,,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,,10000,30001000|30001007|30001009,,,,,30001004,30001003,30001002,30001001,1=10|2=50|3=30|4=10,1=10|2=30|3=50|4=10,1=10|2=15|3=65|4=10,TRUE,0,,TXBOSSicon_36,,,1=0,2=0,,1,,30001,TRUE,TRUE,wujingshilian13,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,无尽深渊产出的勋章可以兑换A级装备|多多挑战无尽深渊，可以兑换A级装备和其他奖励哦,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,FALSE,,,1,1,minimap_401-404,200|200,,90,,,,,失败不扣除深渊次数和体力,战斗失败不会扣除深渊次数和体力{n}（退出会丢失已获取的战利品）,穿戴5件 40级B装并强化+5进行挑战,1,,35000,,FALSE,FALSE,30,,0,TRUE,TRUE,,,,,FALSE,,-1,,,1
32004,古代藏宝库,23,0,,,32,1,TRUE,,,TRUE,,,,Level/Other/wujingshilian14,DN_Lv4_4_5,DN_Lv_4/DN_Lv4_4_5/DN_Lv4_4_5,Audio/mapambience/shinei,Table/SceneBlock/scene405,21|1021,161.33=0.02=159,,0|0|0|1,,,,,,,10000,,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,,10000,30001000|30001007|30001009,,,,,30001004,30001003,30001002,30001001,1=10|2=50|3=30|4=10,1=10|2=30|3=50|4=10,1=10|2=15|3=65|4=10,TRUE,0,,TXBOSSicon_36,,,1=0,2=0,,1,,30001,TRUE,TRUE,wujingshilian14,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,在无尽深渊中，善用语音和队友沟通，可以更快的通关哦|想兑换A级装备吗，快和朋友一起挑战无尽深渊吧,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,FALSE,,,1,1,minimap_408,200|200,,0,,scene_14_4_wujing,,,失败不扣除深渊次数和体力,战斗失败不会扣除深渊次数和体力{n}（退出会丢失已获取的战利品）,穿戴全套40级B装并强化+6进行挑战,1,,40000,,FALSE,FALSE,30,,0,TRUE,TRUE,,,,,FALSE,,-1,,,1
32005,古代图书馆深处,23,0,,,32,1,TRUE,,,TRUE,,,,Level/Other/wujingshilian15,DN_Lv6_6_1,DN_Lv_6/DN_Lv6_6_1/DN_Lv6_6_1,Audio/mapambience/BGM_Desert,Table/SceneBlock/scene601,21|1021,165.9838=13.26375=170.2152,,0|180|0|1,,,,,,,10000,,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,,10000,30001000|30001007|30001009,,,,,30001004,30001003,30001002,30001001,1=10|2=50|3=30|4=10,1=10|2=30|3=50|4=10,1=10|2=15|3=65|4=10,TRUE,0,,TXBOSSicon_36,,,1=0,2=0,,1,,30001,TRUE,TRUE,wujingshilian15,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,无尽深渊产出的勋章可以兑换A级装备|多多挑战无尽深渊，可以兑换A级装备和其他奖励哦,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,FALSE,,,1,1,minimap_601,200|200,,180,,,,,失败不扣除深渊次数和体力,战斗失败不会扣除深渊次数和体力{n}（退出会丢失已获取的战利品）,穿戴全套32级B装并强化+5进行挑战,1,,103350,,FALSE,FALSE,30,,0,TRUE,TRUE,,,,,FALSE,,-1,,,1
32006,盲目溪谷深处,23,0,,,32,1,TRUE,,,TRUE,,,,Level/Other/wujingshilian16,DN_Lv3_3_1,DN_Lv_3/DN_Lv3_3_1/DN_Lv3_3_1,Audio/mapambience/BGM_Desert,Table/SceneBlock/scene301,21|1021,132.49=2.049=48.93,,0|-120|0|1,,,,,,,10000,,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,,10000,30001000|30001007|30001009,,,,,30001004,30001003,30001002,30001001,1=10|2=50|3=30|4=10,1=10|2=30|3=50|4=10,1=10|2=15|3=65|4=10,TRUE,0,,TXBOSSicon_36,,,1=0,2=0,,1,,30001,TRUE,TRUE,wujingshilian16,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,在无尽深渊中，善用语音和队友沟通，可以更快的通关哦|想兑换A级装备吗，快和朋友一起挑战无尽深渊吧,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,FALSE,,,1,1,minimap_301,200|200,,-180,,,,,失败不扣除深渊次数和体力,战斗失败不会扣除深渊次数和体力{n}（退出会丢失已获取的战利品）,穿戴3件 40级B装并强化+5进行挑战,1,,103650,,FALSE,FALSE,30,,0,TRUE,TRUE,,,,,FALSE,,-1,,,1
32007,古代仓库东边,23,0,,,32,1,TRUE,,,TRUE,,,,Level/Other/wujingshilian17,DN_Lv6_6_3,DN_Lv_6/DN_Lv6_6_3/DN_Lv6_6_3,Audio/mapambience/BGM_Desert,Table/SceneBlock/scene603,21|1021,31.37=2.903=18.87,,0|0|0|1,,,,,,,10000,,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,,10000,30001000|30001007|30001009,,,,,30001004,30001003,30001002,30001001,1=10|2=50|3=30|4=10,1=10|2=30|3=50|4=10,1=10|2=15|3=65|4=10,TRUE,0,,TXBOSSicon_36,,,1=0,2=0,,1,,30001,TRUE,TRUE,wujingshilian17,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,无尽深渊产出的勋章可以兑换A级装备|多多挑战无尽深渊，可以兑换A级装备和其他奖励哦,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,FALSE,,,1,1,minimap_603,200|200,,120,,Scene_516_wujing,,,失败不扣除深渊次数和体力,战斗失败不会扣除深渊次数和体力{n}（退出会丢失已获取的战利品）,穿戴5件 40级B装并强化+5进行挑战,1,,107700,,FALSE,FALSE,30,,0,TRUE,TRUE,,,,,FALSE,,-1,,,1
32008,古代藏宝库,23,0,,,32,1,TRUE,,,TRUE,,,,Level/Other/wujingshilian18,DN_Lv6_6_3,DN_Lv_6/DN_Lv6_6_3/DN_Lv6_6_3,Audio/mapambience/BGM_Desert,Table/SceneBlock/scene603,21|1021,30.82904=3.000061=17.81147,,0|0|0|1,,,,,,,10000,,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,,10000,30001000|30001007|30001009,,,,,30001004,30001003,30001002,30001001,1=10|2=50|3=30|4=10,1=10|2=30|3=50|4=10,1=10|2=15|3=65|4=10,TRUE,0,,TXBOSSicon_36,,,1=0,2=0,,1,,30001,TRUE,TRUE,wujingshilian18,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,在无尽深渊中，善用语音和队友沟通，可以更快的通关哦|想兑换A级装备吗，快和朋友一起挑战无尽深渊吧,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,FALSE,,,1,1,minimap_603,200|200,,0,,Scene_Karahan_Abyss_wujing,,,失败不扣除深渊次数和体力,战斗失败不会扣除深渊次数和体力{n}（退出会丢失已获取的战利品）,穿戴全套40级B装并强化+6进行挑战,1,,117750,,FALSE,FALSE,30,,0,TRUE,TRUE,,,,,FALSE,,-1,,,1
33001,古代图书馆深处,23,0,,,32,1,TRUE,,,TRUE,,,,Level/Other/wujingshilian15,DN_Lv6_6_1,DN_Lv_6/DN_Lv6_6_1/DN_Lv6_6_1,Audio/mapambience/BGM_Desert,Table/SceneBlock/scene601,21|1021,165.9838=13.26375=170.2152,,0|180|0|1,,,,,,,10000,,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,,10000,30001000|30001007|30001009,,,,,30001004,30001003,30001002,30001001,1=10|2=50|3=30|4=10,1=10|2=30|3=50|4=10,1=10|2=15|3=65|4=10,TRUE,0,,TXBOSSicon_36,,,1=0,2=0,,1,,30001,TRUE,TRUE,wujingshilian15,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,无尽深渊产出的勋章可以兑换A级装备|多多挑战无尽深渊，可以兑换A级装备和其他奖励哦,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,FALSE,,,1,1,minimap_601,200|200,,180,,,,,失败不扣除深渊次数和体力,战斗失败不会扣除深渊次数和体力{n}（退出会丢失已获取的战利品）,穿戴全套32级B装并强化+5进行挑战,1,,103350,,FALSE,FALSE,30,,0,TRUE,TRUE,,,,,FALSE,,-1,,,1
33002,盲目溪谷深处,23,0,,,32,1,TRUE,,,TRUE,,,,Level/Other/wujingshilian16,DN_Lv3_3_1,DN_Lv_3/DN_Lv3_3_1/DN_Lv3_3_1,Audio/mapambience/BGM_Desert,Table/SceneBlock/scene301,21|1021,51.7345=1.323916=84.33774,,0|-120|0|1,,,,,,,10000,,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,,10000,30001000|30001007|30001009,,,,,30001004,30001003,30001002,30001001,1=10|2=50|3=30|4=10,1=10|2=30|3=50|4=10,1=10|2=15|3=65|4=10,TRUE,0,,TXBOSSicon_36,,,1=0,2=0,,1,,30001,TRUE,TRUE,wujingshilian16,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,在无尽深渊中，善用语音和队友沟通，可以更快的通关哦|想兑换A级装备吗，快和朋友一起挑战无尽深渊吧,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,FALSE,,,1,1,minimap_301,200|200,,-180,,,,,失败不扣除深渊次数和体力,战斗失败不会扣除深渊次数和体力{n}（退出会丢失已获取的战利品）,穿戴3件 40级B装并强化+5进行挑战,1,,103650,,FALSE,FALSE,30,,0,TRUE,TRUE,,,,,FALSE,,-1,,,1
33003,古代仓库东边,23,0,,,32,1,TRUE,,,TRUE,,,,Level/Other/wujingshilian17,DN_Lv6_6_3,DN_Lv_6/DN_Lv6_6_3/DN_Lv6_6_3,Audio/mapambience/BGM_Desert,Table/SceneBlock/scene603,21|1021,31.37=2.903=18.87,,0|0|0|1,,,,,,,10000,,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,,10000,30001000|30001007|30001009,,,,,30001004,30001003,30001002,30001001,1=10|2=50|3=30|4=10,1=10|2=30|3=50|4=10,1=10|2=15|3=65|4=10,TRUE,0,,TXBOSSicon_36,,,1=0,2=0,,1,,30001,TRUE,TRUE,wujingshilian17,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,无尽深渊产出的勋章可以兑换A级装备|多多挑战无尽深渊，可以兑换A级装备和其他奖励哦,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,FALSE,,,1,1,minimap_603,200|200,,120,,Scene_516_wujing,,,失败不扣除深渊次数和体力,战斗失败不会扣除深渊次数和体力{n}（退出会丢失已获取的战利品）,穿戴5件 40级B装并强化+5进行挑战,1,,107700,,FALSE,FALSE,30,,0,TRUE,TRUE,,,,,FALSE,,-1,,,1
33004,古代藏宝库,23,0,,,32,1,TRUE,,,TRUE,,,,Level/Other/wujingshilian18,DN_Lv6_6_3,DN_Lv_6/DN_Lv6_6_3/DN_Lv6_6_3,Audio/mapambience/BGM_Desert,Table/SceneBlock/scene603,21|1021,30.82904=3.000061=17.81147,,0|0|0|1,,,,,,,10000,,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,,10000,30001000|30001007|30001009,,,,,30001004,30001003,30001002,30001001,1=10|2=50|3=30|4=10,1=10|2=30|3=50|4=10,1=10|2=15|3=65|4=10,TRUE,0,,TXBOSSicon_36,,,1=0,2=0,,1,,30001,TRUE,TRUE,wujingshilian18,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,在无尽深渊中，善用语音和队友沟通，可以更快的通关哦|想兑换A级装备吗，快和朋友一起挑战无尽深渊吧,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,FALSE,,,1,1,minimap_603,200|200,,0,,Scene_Karahan_Abyss_wujing,,,失败不扣除深渊次数和体力,战斗失败不会扣除深渊次数和体力{n}（退出会丢失已获取的战利品）,穿戴全套40级B装并强化+6进行挑战,1,,117750,,FALSE,FALSE,30,,0,TRUE,TRUE,,,,,FALSE,,-1,,,1
33005,女王栖息地,23,0,,,32,1,TRUE,,,TRUE,,,,Level/Other/wujingshilian19,DN_Lv6_6_2,DN_Lv_6/DN_Lv6_6_2/DN_Lv6_6_2,Audio/mapambience/BGM_Desert,Table/SceneBlock/scene602,11|1011,109.66=8=99.4,,0|180|0|1,,,,,,,10000,,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,,10000,30001000|30001007|30001009,,,,,30001004,30001003,30001002,30001001,1=10|2=50|3=30|4=10,1=10|2=30|3=50|4=10,1=10|2=15|3=65|4=10,TRUE,0,,TXBOSSicon_36,,,1=0,2=0,,1,,30001,TRUE,TRUE,wujingshilian19,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,无尽深渊产出的勋章可以兑换A级装备|多多挑战无尽深渊，可以兑换A级装备和其他奖励哦,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,FALSE,,,1,1,minimap_602,200|200,,180,,Scene_612_wujing,,,战斗失败不会扣除体力,战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）,,1,,117750,,FALSE,FALSE,30,,0,TRUE,TRUE,,,,,FALSE,,-1,,,1
33006,陨石坑,23,0,,,32,1,TRUE,,,TRUE,,,,Level/Other/wujingshilian20,DN_Lv6_6_2,DN_Lv_6/DN_Lv6_6_2/DN_Lv6_6_2,Audio/mapambience/BGM_Desert,Table/SceneBlock/scene602,11|1011,109.66=8=99.4,,0|180|0|1,,,,,,,10000,,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,,10000,30001000|30001007|30001009,,,,,30001004,30001003,30001002,30001001,1=10|2=50|3=30|4=10,1=10|2=30|3=50|4=10,1=10|2=15|3=65|4=10,TRUE,0,,TXBOSSicon_36,,,1=0,2=0,,1,,30001,TRUE,TRUE,wujingshilian20,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,在无尽深渊中，善用语音和队友沟通，可以更快的通关哦|想兑换A级装备吗，快和朋友一起挑战无尽深渊吧,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,FALSE,,,1,1,minimap_602,200|200,,180,,,,,战斗失败不会扣除体力,战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）,,1,,117750,,FALSE,FALSE,30,,0,TRUE,TRUE,,,,,FALSE,,-1,,,1
33007,泰努阿尔神殿,23,0,,,32,1,TRUE,,,TRUE,,,,Level/Other/wujingshilian21,DN_Lv5_5_3,DN_Lv_5/DN_Lv5_5_3/DN_Lv5_5_3,Audio/mapambience/BGM_Desert,Table/SceneBlock/scene503,11|1011,50.35=13.24=134.12,,0|-30|0|1,,,,,,,10000,,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,,10000,30001000|30001007|30001009,,,,,30001004,30001003,30001002,30001001,1=10|2=50|3=30|4=10,1=10|2=30|3=50|4=10,1=10|2=15|3=65|4=10,TRUE,0,,TXBOSSicon_36,,,1=0,2=0,,1,,30001,TRUE,TRUE,wujingshilian21,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,无尽深渊产出的勋章可以兑换A级装备|多多挑战无尽深渊，可以兑换A级装备和其他奖励哦,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,FALSE,,,1,1,minimap_500,200|200,,-50,,Scene_616_wujing,,,战斗失败不会扣除体力,战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）,,1,,117750,,FALSE,FALSE,30,,0,TRUE,TRUE,,,,,FALSE,,-1,,,1
33008,沙蝎之巢,23,0,,,32,1,TRUE,,,TRUE,,,,Level/Other/wujingshilian22,DN_Lv5_5_3,DN_Lv_5/DN_Lv5_5_3/DN_Lv5_5_3,Audio/mapambience/BGM_Desert,Table/SceneBlock/scene503,11|1011,29.391=0.089=37.574,,0|180|0|1,,,,,,,10000,,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,30001000|30001007|30001009,,10000,30001000|30001007|30001009,,,,,30001004,30001003,30001002,30001001,1=10|2=50|3=30|4=10,1=10|2=30|3=50|4=10,1=10|2=15|3=65|4=10,TRUE,0,,TXBOSSicon_36,,,1=0,2=0,,1,,30001,TRUE,TRUE,wujingshilian22,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,在无尽深渊中，善用语音和队友沟通，可以更快的通关哦|想兑换A级装备吗，快和朋友一起挑战无尽深渊吧,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,FALSE,,,1,1,minimap_500,200|200,,-50,,Scene_618_wujing,,,战斗失败不会扣除体力,战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）,,1,,117750,,FALSE,FALSE,30,,0,TRUE,TRUE,,,,,FALSE,,-1,,,1
34001,女王栖息地,23,0,,,32,1,TRUE,,,TRUE,,,,Level/Other/wujingshilian19,DN_Lv6_6_2,DN_Lv_6/DN_Lv6_6_2/DN_Lv6_6_2,Audio/mapambience/BGM_Desert,Table/SceneBlock/scene602,11|1011,109.66=8=99.4,,0|180|0|1,,,,,,,10000,,30001000|30001008|30001009,30001000|30001008|30001009,30001000|30001008|30001009,30001000|30001008|30001009,30001000|30001008|30001009,,10000,30001000|30001008|30001009,,,,,30001004,30001003,30001002,30001001,1=10|2=50|3=30|4=10,1=10|2=30|3=50|4=10,1=10|2=15|3=65|4=10,TRUE,0,,TXBOSSicon_36,,,1=0,2=0,,1,,30001,TRUE,TRUE,wujingshilian19,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,无尽深渊产出的勋章可以兑换A级装备|多多挑战无尽深渊，可以兑换A级装备和其他奖励哦,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,FALSE,,,1,1,minimap_602,200|200,,180,,Scene_612_wujing,,,战斗失败不会扣除体力,战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）,,1,,117750,,FALSE,FALSE,30,,0,TRUE,TRUE,,,,,FALSE,,-1,,,1
34002,陨石坑,23,0,,,32,1,TRUE,,,TRUE,,,,Level/Other/wujingshilian20,DN_Lv6_6_2,DN_Lv_6/DN_Lv6_6_2/DN_Lv6_6_2,Audio/mapambience/BGM_Desert,Table/SceneBlock/scene602,11|1011,109.66=8=99.4,,0|180|0|1,,,,,,,10000,,30001000|30001008|30001009,30001000|30001008|30001009,30001000|30001008|30001009,30001000|30001008|30001009,30001000|30001008|30001009,,10000,30001000|30001008|30001009,,,,,30001004,30001003,30001002,30001001,1=10|2=50|3=30|4=10,1=10|2=30|3=50|4=10,1=10|2=15|3=65|4=10,TRUE,0,,TXBOSSicon_36,,,1=0,2=0,,1,,30001,TRUE,TRUE,wujingshilian20,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,在无尽深渊中，善用语音和队友沟通，可以更快的通关哦|想兑换A级装备吗，快和朋友一起挑战无尽深渊吧,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,FALSE,,,1,1,minimap_602,200|200,,180,,,,,战斗失败不会扣除体力,战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）,,1,,117750,,FALSE,FALSE,30,,0,TRUE,TRUE,,,,,FALSE,,-1,,,1
